id,election,party,party_id_source,alliance,seats,vote_share,votes,person,data_source,description,comment,data_json
1749,104,404,JL,,3,14.47,363472,,val,,,
1750,341,1409,Volkspartij voor Vrijheid en Democratie,,5,18.93,1002685,,verk,,,
1751,515,318,Páirti Lucht Oibre,,16,11.4,151828,,gall-09,,,
1752,160,1101,Movement for France,,3,8.8,1516524,,ejpr,,,
1753,5,557,B.E.,,3,11.48,382667,,cne,,,
1754,462,1408,Lietuvos Socialdemokratu Partija -- lsdp,,9,,,,essex,,,
1755,395,2029,Indrek Tarand,,1,25.8,102460,,vvk,,,
1756,468,544,National Movement Simeon II,,1,6.27,121398,,cik,,,
1757,401,161,Ecolo,,8,5.1,340378,,cevipol,,,
1759,114,1360,People's Alliance,,10,17.3,22490,,hagstofa,,,
1760,594,967,PD,,1,18.83,190997,,asl,,,
1762,175,904,Socialdemokraterna,,166,45.6,2533250,,,,,
1764,138,837,Komeito,,58,10.12,5745751,,parline,,,
1765,550,1003,MLP,,24,59.86,63145,,md,,,
1766,333,1053,DSP,,19,6.98,3660953,,parline,,,
1767,74,756,GroenLinks,,10,6.95,660692,,verk,,,
1768,71,94,Centre Party of Finland,,53,24.1,483958,,tila,,,
1769,338,199,Italijanska narodna skupnost,,1,,,,voltive,,,
1770,431,904,Socialdemokraterna,,112,46.1,1789459,,,,,
1771,414,280,Fianna Fáil,,5,34.68,464450,,ep,,,
1772,261,487,PLI,,31,5.8,1850650,,archivio,,,
1773,445,543,F.D.P.,,79,11.1,5123233,,bwl,,,
1774,418,1594,Live differently (Ecologists) / Anders gaan leven (AGALEV),,7,4.9,299550,,ejpr,,,
1776,105,628,SD,,3,3.1,59613,,bafs,,,
1777,573,708,KPB/PCB,,2,1.9,100145,,ibz,,,
1779,171,509,Union pour la Democratie francais,,3,7.61,1981107,,ref,,,
1781,15,1292,Left Alliance,,20,10.9,291675,,tila,,,
1783,39,19,Hnuti za samospravnou demokracii-Spolecnost pro Moravu a Slezsko -- hsd-sms,,14,5.87,380088,,essex,,,
1784,194,952,Somogyért,,1,,,,ovb,Association for Somogy (Somogyért Egyesület),,
1785,27,789,Ceska strana socialne demokraticka -- cssd,,74,32.31,1928660,,volby,,,
1786,314,66,Coalition of Åland,,1,0.4,11168,,asub,,,"{""special_district"": true}"
1788,60,280,Fianna Fáil,,68,41.85,553914,,gall-09,,,
1790,682,1023,SDLP,,1,0.86,136335,,ukeu,Social Democratic and Labour Party (John Hume) took 1 seat with 25.2% of the vote in Northern Ireland.,,"{""vote_share_regional"": 25.199999999999999}"
1791,64,189,Venstresocialisterne,,0,1.5,44843,,folketing,,,
1793,306,967,Parti Démocratique – Demokratesch Partei,,12,18.35,548246,,asl,,,
1794,137,1255,Conservative Party of Canada,,124,36.27,5374071,,pica,,,
1795,455,368,Liberal Party of Canada,,172,40.85,5252031,,ceoc,,,
1796,353,1030,PPST-IND,,1,0.56,196373,,archivio,,,
1799,602,1219,Liberals,,1,0.8,21210,,tila,,,
1800,137,1189,Independent Liberal,,1,0.14,20158,,clea-11,,,
1801,361,558,SPD,,35,40.8,11370045,,bwl,,,
1802,640,940,JSP,,144,29,11906766,,no-2001,,,
1803,327,1540,Japanese Communist Party (JCP),,9,7.03,4943886,,ejpr,,,
1804,261,1702,PDIUM,,6,1.3,414507,,archivio,,,
1805,326,1436,LEGA NORD,,6,6.56,2162586,,archivio,,,
1806,389,1644,Socialistisk Folkeparti,,13,7.6,257406,,folketing,,,
1807,652,1292,Left Wing Alliance,,2,10.5,236490,,tila,,,
1808,397,572,Anorthotiko Komma Ergazomenou Laou,,2,27.89,93212,,ejpr,,,
1810,83,1137,Eesti Keskerakond,,29,26.1,143518,,vvk,,,
1811,189,1189,Independents,,8,,,,,,,
1812,565,629,Sojusz Lewicy Demokratycznej - Unia Pracy,,200,41.04,5342519,,pkw,,,
1813,676,1332,New Generation Party -- Christian Democratic,,0,4.9,248863,,ejpr,,,
1816,653,489,Enosis Kentrou,,60,20.4,1002559,,no-2010,,,
1817,645,1540,JCP,,1,2.5,1012035,,no-2001,,,
1818,549,1321,Rifond.Com. - Sin.Europea - Com.Italiani,,0,3.39,1037862,,archivio,Electoral alliance: Anticapitalist List (Lista Anticapitalista),,
1819,387,1629,Socialdemokraterne,,55,29.8,992682,,folketing,,,
1820,93,865,PIRATEN,,0,2,847870,,bwl,,,
1821,582,659,Liberal Democrat,,57,23,6836824,,bbc,,,
1822,585,118,Communist Party,,4,5.87,1221566,,epp,,,
1823,219,1539,Listes du Parti socialiste (LSOC),,14,16.48,2838160,,ref,,,
1828,571,702,Senterpartiet,,11,6.5,171269,,seby,,,
1829,290,689,SF,,1,0.33,102701,,ark,,,"{""vote_share_calculated"": true}"
1830,197,973,Sozialistische Partei Österreichs,,68,35.3,1663986,,,,,
1831,232,1429,GRÜNE,,2,9.9,284505,,bmi,,,
1833,652,1118,National Coalition,,4,20.2,453729,,tila,,,
1835,380,974,UV,,1,0.1,31844,,archivio,,,
1836,382,179,Socialdemokratska stranka Slovenije -- sdss,,4,3.34,39675,,voltive,,,
1837,253,1118,National Coalition Party,,40,18.6,517904,,tila,,,
1838,432,636,PPS,,0,4.67,120280,,cik,,,
1839,622,1435,Høyre,,29,19.3,354369,,mackie,,,
1841,182,742,Partij van de Arbeid,,29,28.31,1347940,,verk,,,
1842,157,1644,Socialistisk Folkeparti,,15,8.3,268759,,folketing,,,
1844,615,1368,Latvia’s Farmers’ Union ( Latvijas Zemnieku savienība ),,0,2.47,23732,,cvk,,,
1845,94,878,Lab,,34,47.16,506073,,no-2001,,,
1848,549,226,Unione di Centro,,5,6.51,1995021,,archivio,,,
1849,564,928,Equal Rights ( Līdztiesība ),,7,5.76,64444,,cvk,,,
1850,199,207,Self-Defense,,6,10.78,656782,,pkw,,,
1851,49,648,Partidul Unităţii Naţionale Române,,18,4.36,533348,,insse,,,
1854,605,1321,RIF.COM.,,35,5.6,2201428,,archivio,,,
1855,631,224,PSA,,1,0.5,9962,,bafs,,,
1856,427,1500,Lega,,2,0.9,17291,,bafs,,,
1857,53,1193,LDP,,249,41.78,23653626,,parline,,,
1858,534,1163,Union of the Indigent and Latvian Independence Party ( Maznodrošināto politiskā apvienība un Latviešu neatkarības partija ),,0,1,9468,,cvk,,,
1863,109,701,LSAP,,2,29.9,296382,,asl,,,
1864,646,28,Lietuvos lenku rinkimu akcija,,3,4.79,59237,,vrk,,,
1865,160,658,Presidential Party,,17,16.6,2856158,,ejpr,,,
1866,293,1094,Gaullists,,107,21.8,4125492,,mackie,,,
1867,352,1273,PPD/PSD,,81,32.98,1750158,,cne,,,
1868,81,212,Reformatorische Politieke Federatie,,2,1.25,108364,,verk,,,
1870,252,645,Partido Popular,,141,35.04,8201463,,epp,,,
1872,529,1595,Boerenpartij,,3,2.13,133231,,verk,,,
1875,427,141,GPS,,8,5,97855,,bafs,,,
1876,462,1144,Lietuvos Demokratu Partija -- ldp,,3,,,,essex,,,
1877,51,1409,Volkspartij voor Vrijheid en Democratie,,22,14.45,1068375,,verk,,,
1878,242,211,Det Radikale Venstre,,10,5.4,172365,,folketing,,,
1882,671,921,Fidesz-Hungarian Civic Party,,148,29.5,1340826,,"berg-19, ovb","78 common SMD candidates (Bergman ea. 2019, 225)",,
1883,218,220,Smer - Tretia Cesta -- smer,,25,13.46,387100,,ssr,,,
1884,147,47,ND,,8,31.3,1779462,,macr-85,,,
1885,371,531,CVP,,46,21.1,407286,,bafs,,,
1887,514,1284,Scottish National Party,,3,1.9,629564,,,,,
1889,13,1429,Die Grünen - Die Grüne Alternative,,1,,,,mep,,,
1890,160,873,"Les Verts, Confédération écologiste – Parti écologiste",,6,7.5,1271072,,ejpr,,,
1892,493,1317,Herri Batasuna,,3,0.96,172110,,epp,,,
1894,149,967,GPD,,8,20.55,215511,,asl,,,
1895,119,559,Madarska koalicia -- mk,,,10.19,292936,,essex,,,"{""seats_alliance"": 17}"
1896,153,967,Groupement Démocratique,,6,10.79,255522,,asl,,,
1897,562,1189,Independent,,4,,,,clea-11,,,
1898,184,708,PCB-KBP,,5,3.3,170625,,cevipol,,,
1900,297,94,Centre Party of Finland,,56,22.9,296529,,tila,,,
1901,99,645,Partido Popular,,156,39.17,9716006,,epp,,,
1902,297,1219,Liberals,,6,4.8,62387,,tila,,,
1903,418,993,Flemish Block / Vlaams Blok (VL.BLOK),,12,6.6,405247,,ejpr,,,
1904,436,228,Social Democratic Party,,10,17.4,21580,,hagstofa,,,
1905,616,94,Centre Party of Finland,,48,23.1,448364,,tila,,,
1907,341,235,Christen-Democratisch Appèl,,8,30.02,1590218,,verk,,,
1908,307,318,Páirti Lucht Oibre,,16,9.36,158115,,gall-09,,,
1909,616,1108,Social Democratic Union of Workers and Small Farmers,,3,1.7,33947,,tila,,,
1910,3,647,Venstre -- v,,10,5.9,156113,,seby,,,
1911,670,486,Kindel Kodu,,17,13.6,62329,,vvk,Electoral alliance: Kindel Kodu (Secure Home) with Country People's Union,,"{""alliance"": true, ""cmp"": 83220}"
1912,108,531,CVP,,48,23.4,225160,,bafs,,,
1913,210,1295,PCP-PEV,,,7.77,433369,,cne,,,
1914,193,94,Suomen Keskusta,,5,,,,mep,,,
1915,253,806,Communist  Party of Finland,,0,0.8,21079,,tila,,,"{""no_seat_rule"": true}"
1916,179,1239,Danmarks Kommunistiske Parti,,0,1.1,34625,,folketing,,,
1917,174,1629,SD Social Democratic Party,,45,25.5,881037,,ejpr,,,
1918,338,1587,Demokratichna stranka upokojencev Slovenije -- desus,,5,4.32,46152,,voltive,,,
1919,309,1450,JuBe,,0,2.4,55459,,valgside,,,
1921,44,118,Communist Party,,9,13.6,2497671,,epp,,,
1923,564,32,"Harmony for Latvia (Saskaņa Latvijai,- atdzimšana tautsaimniecībai)",,13,12,134289,,cvk,,,
1924,366,997,Nat,,50,53.94,577625,,no-2001,,,
1925,680,1539,Socialist Party,,15,14.5,2824173,,"ejpr, frpo",,,
1927,433,837,Komeito,,57,9.78,5282682,,parline,,,
1928,490,773,Conservative and Unionist Party,,376,42.3,13760583,,,,,
1929,108,750,SVP,,22,11.4,109202,,bafs,,,
1930,176,1264,LdU,,13,7.6,152086,,bafs,,,
1931,52,1100,"Concord Centre (""Saskaņas Centrs"")",,17,14.42,130887,,cvk,,,
1932,158,1077,Polska Zjednoczone Partia Robotnicza -- pzpr,,173,,,,,,,
1933,159,794,Progressive Conservative Party,,211,50.03,6278697,,pica,,,
1934,281,998,PSR,,0,1.03,60496,,cne,,,
1935,367,1540,JCP,,5,4.8,2190563,,no-2001,,,
1936,226,590,Det Konservative Folkeparti,,38,20.8,700866,,folketing,,,
1937,260,1656,Latvian Socialdemocratic Worker Party ( Latvijas Sociāldemokrātiskā strādnieku partija ),,0,4,39837,,cvk,,,
1938,164,234,Coalición Canaria -- cc,,3,0.92,235221,,epp,,,
1939,218,1415,Strana demokratickej l'avice -- sdl,,0,1.36,39163,,ssr,,,
1940,453,1338,Panellinio Sosialistikó Kínima,,161,45.8,2916735,,no-2010,,,
1942,617,974,UV-UVP-D.POP.,,1,0.08,28086,,archivio,,,
1944,446,701,Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei,,17,27,875881,,asl,,,
1946,308,978,Fremskridtspartiet,,0,5.3,93985,,yb-dnk,,,
1947,63,743,OF,,127,49.5,3569201,,essex,,,
1948,530,742,Partij van de Arbeid (P.v.d.A.),,30,19.63,1848805,,kiesraad,,,
1950,509,360,AD,,0,0.68,1929,,doi,,,{}
1951,427,26,FDP,,43,19.9,392423,,bafs,,,
1952,563,211,RV Social-Liberal Party,,17,9.2,308212,,ejpr,,,
1953,581,912,DP,,17,4,939934,,bwl,,"German Party (DP) passed five percent threshold in Bremen (17.8%), Hamburg (13.1%), Lower Saxony (17.8%) and Schleswig-Holstein (12.1%), ","{""threshold_regional"": true}"
1954,251,882,Sveriges Kommunistiska Parti,,5,3.4,129319,,,,,
1955,477,1355,Akcja Wyborcza Solidarnosc,,201,33.83,4427373,,pkw,,,
1956,590,379,Democratic Socialist Party,,1,0.59,9836,,gall-09,,,
1957,113,1053,DSP,,32,6.6,3896728,,parline,,,
1958,307,433,Workers' Party,,2,3.25,54888,,gall-09,,,
1961,348,1297,Parti Républicain de la Liberté -- prl,,62,12.8,2539845,,mackie,,,
1965,673,1342,IP,,18,27.2,41490,,no-2010,,,
1966,420,167,PSB-BSP,,62,27.03,1507014,,cevipol,,,
1968,247,1281,MDP/CDE,,5,4.45,236318,,cne,,,
1969,143,1113,sp.a-spirit,,23,14.91,979750,,ibz,,,
1971,373,35,SPS,,50,23.5,233873,,bafs,,,
1972,519,1409,Volkspartij voor Vrijheid en Democratie,,4,13.2,629198,,verk,,,
1973,529,1194,Communistische Partij van Nederland,,4,2.77,173325,,verk,,,
1975,551,1048,L'Ulivo,,,34.94,13097169,,"archivio, ejpr",,,
1977,309,1629,Sd,,4,21.49,503439,,valgside,,,
1978,359,1573,Green Party-Comhaontas Glas,,1,1.4,24110,,gall-09,,,
1979,541,1606,Retsforbund,,6,4.5,94570,,yb-dnk,,,
1980,328,1538,Kristelig Folkeparti,,22,12.5,312839,,seby,,,
1981,288,1605,Venstre,,38,20.8,547770,,folketing,,,
1982,602,585,Swedish People’s Party in Finland,,11,5.5,149476,,tila,,,
1983,474,894,COALICION ELECTORAL CONVERGENCIA I UNIO,,2,4.26,666602,,epp,,,
1985,611,217,PCP,,0,3.02,3649,,md,,,
1986,604,974,Unione Valdostana-Demprol-PLI,,1,0.09,33250,,archivio,,,
1987,460,200,True Finns,,1,1,24351,,tila,,,
1989,242,1644,Socialistisk Folkeparti,,11,5.9,187284,,folketing,,,
1991,73,590,Det Konservative Folkeparti,,32,17.9,435764,,folketing,,,
1993,314,1062,Vihreät,,15,8.5,234429,,tila,,,
1994,464,1629,Socialdemokraterne,,53,29.9,913155,,folketing,,,
1995,412,282,Kristdemokratiska Samhällspartiet,,15,4.1,225974,,,,,
1996,686,1210,Ulster Unionist,,1,1.12,119507,,ukeu,Ulster Unionists (Jim Nicholson) took 1 seat with 17.6% of the vote in Northern Ireland.,,"{""vote_share_calculated"": true, ""vote_share_regional"": 17.600000000000001}"
1997,98,66,Åländsk Samling,,1,0.3,9482,,"no-2010, tila",,,"{""special_district"": true}"
1998,93,772,GRÜNE,,68,10.7,4643272,,bwl,,,
1999,429,702,Bondepartiet,,15,9.6,154761,,mackie,,,
2000,77,395,Social Democratic Party of Finland,,52,23.4,594185,,tila,,,
2001,228,280,Fianna Fáil,,81,47.26,786951,,gall-09,,,
2002,304,657,Moderata Samlingspartiet,,4,18.83,596710,,val,,,
2003,543,1251,Staatkundig Gereformeerde Partij,,2,2.42,129081,,verk,,,
2005,190,1393,Fine Gael,,51,27.32,564428,,eie,,,
2011,150,63,PVV/PLP,,48,21.6,1119991,,ibz,,,
2012,79,636,"Order, Lawfulness, Justice",,10,4.13,174582,,cik,,,
2014,529,1452,Pacifistisch-Socialistische Partij,,4,3.03,189373,,verk,,,
2015,660,997,National Party,,58,44.93,1053398,,ec-nz,,,
2016,354,66,Åländsk Samling,,1,0.3,7261,,"no-2010, tila",,,"{""special_district"": true}"
2017,292,794,Progressive Conservative Party,,51,31.04,1751215,,pica,,,
2018,254,894,Convergència i Unió,,18,5.05,1014258,,epp,,,
2020,425,63,PVV/PLP,,20,12.33,649376,,ibz,,,
2021,249,546,MDF,,1,5.31,153660,,ovb,,,
2022,526,310,Gréng Alternativ Partei – Parti de l'Alternative Verte,,2,4.16,128622,,asl,,,
2023,119,527,Spolocna volba -- sv,,18,10.42,299496,,essex,,,
2024,493,370,Partidu Andalucista,,5,1.82,325842,,epp,,,
2025,396,1594,Agalev,,4,3.74,226758,,cevipol,,,
2026,97,1629,Socialdemokraterne,,69,38.26,1068911,,folketing,,,
2027,2,1378,PS,,19,10.16,631653,,ibz,,,
2028,571,474,Finnmark List,,1,0.3,8817,,seby,Future for Finnmark (Framtid for Finnmark),,
2029,657,557,B.E.,,3,2.79,149966,,cne,,,
2030,423,1448,Rahvaerakond Mõõdukad,,6,7,34837,,vvk,,,
2031,85,902,Partido Socialista Obrero Español,,202,48.34,10127392,,epp,,,
2032,349,1072,Slovenska narodna strana -- sns,,14,9.07,304839,,ssr,,,
2033,409,1644,Socialistisk Folkeparti,,7,3.9,120357,,folketing,,,
2034,135,984,PN,,12,29.62,31431,,md,,,
2035,228,1393,Fine Gael,,63,37.3,621088,,gall-09,,,
2037,578,345,Democraten 66,,3,1.96,193232,,verk,,,
2038,582,467,Green,,1,1,285616,,bbc,,,
2039,338,16,Slovenska ljudska stranka -- sls,,19,19.38,207186,,voltive,,,
2040,233,1284,Scottish National Party -- snp,,6,1.5,412267,,ejpr,,,
2041,252,902,Partido Socialista Obrero Español,,159,39.1,9150083,,epp,,,
2042,308,749,Folkebevægelsen mod EF,,4,18.9,338953,,yb-dnk,Three MEPs crossed the floor on 1 January 1993 and joined June Movement (JuBe).,,
2044,39,1245,Krestansko demokraticka unie-CSL -- kdu-csl,,15,6.28,406341,,essex,,,
2045,635,342,Politieke Partij Radicalen,,3,1.69,140910,,verk,,,
2046,423,417,Eestimaa Rahvaliit,,13,13,64463,,vvk,,,
2048,604,831,MSI-DN,,30,5.3,1930639,,archivio,,,
2049,663,1192,PSC,,25,10.1,560565,,cevipol,,,
2050,54,1461,Centerpartiet,,2,,,,w,,,
2051,400,1331,Kristeligt Folkeparti,,0,2,57072,,folketing,,,
2053,308,1324,Centrum-Demokraterne,,2,8,142190,,yb-dnk,,,
2054,435,1264,LdU,,8,4.1,74623,,bafs,,,
2056,585,520,Left Regional,,1,1.68,349079,,epp,,,
2057,567,1245,Christian and Democratic Union -- Czech Peoples Party,,2,9.57,223383,,volby,,,
2058,60,30,no party affiliation,,12,,,,gall-09,,,
2059,687,234,Canary Coalition,,4,1.09,248261,,epp,,,
2061,408,1014,Socialist Party -- sp,,1,0.8,14896,,eie,,,
2062,514,773,Conservative and Unionist Party,,336,41.9,14093007,,,,,
2063,477,629,Sojusz Lewicy Demokratycznej,,164,27.13,3551224,,pkw,,,"{""alliance"": true}"
2064,248,260,UDP,,1,2.24,130842,,cne,,,
2066,274,1342,IP,,26,38.6,60836,,no-2010,,,
2067,536,470,W.O.W.,,0,2.14,127504,,ibz,,,
2068,315,2296,UKUP,,1,0.04,12817,,bef-7,United Kingdom Unionist Party,,
2071,57,1146,Sakigake,,13,2.64,1658097,,parline,,,
2072,217,167,Socialistische Partij / P,,73,34.5,1705781,,ibz,,,
2073,23,235,Christen-Democratisch Appèl,,10,35.6,2017743,,verk,,,
2074,519,357,Socialistische Partij,,2,6.97,332326,,verk,,,
2075,627,209,Centrumdemocraten,,1,0.92,81427,,verk,,,
2076,628,1193,LDP,,239,32.76,18205955,,parline,,,
2077,581,558,SPD,,131,29.2,6934975,,bwl,,,
2078,349,559,Strana madarskej koalície-Magyar Koalícío Pártija -- smk,,15,9.12,306623,,ssr,,,
2079,605,1475,PSI,,92,13.6,5343808,,archivio,,,
2080,520,360,Alternativa Demokratika ,,0,1.69,4186,,md,,,
2081,591,290,Volksunie (parti régionaliste flamand),,21,11.1,586917,,cevipol,,,
2082,2,723,CVP,,22,14.09,875455,,ibz,,,
2083,143,171,FN,,1,1.98,130012,,ibz,,,
2084,335,456,Lijst Pim Fortuyn,,8,5.7,549975,,verk,,,
2085,255,207,Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,,0,1.46,107185,,pkw,,,
2086,137,296,New Democratic Party,,29,17.48,2589597,,pica,,,
2087,632,1418,DF Danish People's Party,,22,12,413987,,ejpr,,,
2088,486,161,ecolo,,8,4.8,313047,,ibz,,,
2090,178,1342,IP,,22,33.7,61701,,no-2010,,,
2091,684,1264,LdU,,8,4.4,42428,,bafs,,,
2093,351,467,Green Party,,0,3.1,494561,,ukeu,,,
2094,307,280,Fianna Fáil,,75,45.2,763313,,gall-09,,,
2095,507,242,Psdi,,22,4.6,1345447,,archivio,,,
2096,76,368,Liberal Party of Canada,,99,37.33,2874076,,pica,,,
2097,310,35,SPS,,43,19.5,455496,,"bafs, ejpr",,,
2098,10,993,Vlaams Blok,,0,1.28,73174,,ibz,,,
2100,65,487,PLI,,20,3.9,1300439,,archivio,,,
2101,397,851,Demokratiko Komma,,1,17.09,57121,,ejpr,,,
2102,652,395,Social Democratic Party,,4,21.5,482577,,tila,,,
2105,363,176,MOV.SOC.TRICOLORE,,1,1.59,495351,,archivio,,,
2107,566,58,Independents,,4,,,,vrk,,,
2108,563,1331,KD Christian Democrats,,0,1.7,58071,,ejpr,,,
2109,390,151,KPL,,3,9.07,220425,,asl,,,
2110,330,945,EDEK Socialist Party,,5,8.1,30033,,parline,,,
2111,432,566,LR,,0,5.7,146984,,cik,,,
2113,47,2298,Socialist Labour Party,,1,0.41,7107,,gall-09,Socialist Labour Party,,
2114,501,1440,UDRT,,3,2.7,163725,,cevipol,,,
2115,680,1101,Alternative Europe (de Villiers List) -- List of the Majority for another Europe,,13,12.3,2404105,,ejpr,,,
2116,640,1540,Nihon Kyōsan-tō,,5,4,1646477,,no-2001,,,
2117,387,367,Faelles Kurs,,0,1.9,63263,,folketing,,,
2119,446,1134,Social Democratic Party,,5,9.2,276495,,asl,,,
2120,111,226,UNIONE DI CENTRO,,36,5.85,2138246,,mdi,,,"{""alliance"": true}"
2121,142,94,Centre Party of Finland,,53,22.4,262917,,tila,,,
2122,172,1582,ADR - Alternativ Demokratesch Reformpartei,,4,8.13,232744,,epl,,,
2123,371,564,Rep.,,4,3,57192,,bafs,,,
2124,285,104,A,,64,35.4,949049,,seby,,,
2126,516,789,CSSD,,7,22.38,528132,,volby,,,
2127,500,894,Convergència i Unió,,10,3.06,779425,,epp,,,
2128,316,1580,Democratic Left,,4,2.51,44901,,gall-09,,,
2129,81,342,Politieke Partij Radicalen,,3,1.97,171042,,verk,,,
2130,17,1296,P.RAD,,13,2.6,987720,,archivio,,,
2131,687,902,Partido Socialista Obrero Español,,125,34.71,7918752,,epp,,,
2133,429,1538,Kristelig Folkeparti,,12,10.2,183243,,mackie,,,
2134,678,1496,Total C,,,49.7,13310891,,craig,,,
2136,425,167,BSP/PSB,,84,36.7,1933424,,ibz,,,
2137,661,151,KPL,,5,16.86,195956,,asl,,,
2138,237,1193,LDP,,233,28.31,16943425,,ejpr,,,
2139,335,742,Partij van de Arbeid,,42,27.26,2631363,,verk,,,
2140,629,1546,Sverigedemokraterna - Sweden Democrats (SD),,0,2.9,162463,,ejpr,,,
2141,168,1450,June Movement,,1,9.1,171927,,yb-dnk,,,
2142,301,1123,Obcanske demokraticka aliance -- oda,,13,6.36,385369,,volby,,,
2143,108,35,SPS,,53,26.6,256063,,bafs,,,
2145,390,967,GD; DP,,11,18.45,448387,,asl,,,
2146,667,451,Katholieke Volkspartij,,49,31.6,1895914,,verk,,,
2147,619,725,Portuguese Socialist Party,,12,44.52,1493146,,cne,,,
2148,116,1452,Pacifistisch-Socialistische Partij,,3,2.28,187547,,verk,,,
2149,401,993,Vlaams Belang,,17,12,799844,,cevipol,,,
2150,549,1296,Lista Marco Pannella - Emma Bonino,,0,2.43,743284,,archivio,,,
2151,316,318,Páirti Lucht Oibre,,17,10.4,186044,,gall-09,,,
2155,2,171,FN,,1,1.45,90401,,ibz,,,
2156,467,1028,Un.Mov.Federalisti,,0,0.2,52655,,archivio,,,{}
2157,280,1475,PSI,,12,14.8,5151929,,archivio,,,
2158,315,1023,SDLP,,3,0.61,190814,,bef-7,,,
2159,106,11,APU,,,15.89,898281,,cne,,,
2160,599,789,Ceska str.socialne demokrat.,,56,22.08,1155267,,volby,,,
2161,431,892,Folkpartiet,,57,22.7,882437,,,,,
2162,258,904,Socialdemokraterna,,163,45.3,2256369,,,,,
2163,156,282,kd,,33,9.1,485235,,sos,,,
2166,629,892,Folkpartiet,,28,7.5,418395,,,,,
2167,597,1605,Venstre,,22,12.1,405737,,folketing,,,
2168,617,1424,DEM.Prol,,7,1.5,542039,,archivio,,,
2169,353,1088,PCI,,24,29.57,10361344,,archivio,,,
2170,367,837,CGP,,25,5.4,2472371,,no-2001,,,
2173,251,904,Socialdemokraterna,,111,46.2,1776667,,,,,
2174,19,63,Parti Liberale / Liberale,,16,8.9,211143,,ibz,,,
2176,498,488,Democrazia Europea,,0,2.4,888249,,archivio,,,
2177,55,904,s,,7,28.1,752817,,sos,,,
2178,605,1080,Lega Aut.Veneta,,1,0.39,152396,,archivio,,,
2180,135,1274,MWP,,11,23.19,24616,,md,,,
2182,536,171,FN,,1,2.95,175732,,ibz,,,
2184,372,212,Reformatorische Politieke Federatie,,3,2.03,174593,,verk,,,
2185,389,590,Det Konservative Folkeparti,,16,8.9,303965,,folketing,,,
2186,374,282,Christian Democrats,,2,7.6,193354,,val,,,
2187,617,335,PS D'AZ.,,1,0.25,91923,,archivio,,,
2189,389,1605,Venstre,,42,24,817894,,folketing,,,
2190,512,657,Moderata Samlingspartiet,,107,30.06,1791766,,val,,,
2192,448,771,CEU,,2,5.1,808246,,epp,,,
2194,339,572,Progressive Party of the Working People -- AKEL,,20,34.7,142648,,parline,,,
2195,71,585,Swedish People’s Party in Finland,,12,6.8,135768,,tila,,,
2196,35,1319,USP United Socialist Party,,10,19.5,13049,,gud97,,,
2197,263,590,Det Konservative Folkeparti,,30,16.6,383843,,folketing,,,
2198,173,360,A.G.S. (AD),,0,1.21,3208,,doi,,,
2199,629,1154,Miljöpartiet de Gröna,,19,5.2,291121,,,,,
2201,442,1029,BSP,,3,12.84,698889,,ibz,,,
2202,58,235,Christen-Democratisch Appèl,,10,30.77,1271855,,verk,,,
2203,264,1592,Coalition of the Radical Left,,1,4.7,240971,,mig,,,
2204,427,750,SVP,,44,22.5,444181,,bafs,,,
2205,659,1047,New Slovenia -- Christian People's Party,,2,23.57,102753,,voltive,,,
2206,627,345,Democraten 66,,12,7.89,701934,,verk,,,
2207,290,773,Conservative and Unionist Party,,397,42.4,13012316,,,,,
2208,48,1461,Centern,,43,12.4,691258,,yb-swe,,,
2209,328,104,Det norske Arbeiderparti,,43,24.3,612632,,seby,,,
2213,309,1605,V,,3,20.23,474041,,valgside,,,
2214,606,967,Parti Démocratique – Demokratesch Partei,,15,21.32,648404,,asl,,,
2217,474,1317,HERRI BATASUNA,,1,1.72,269094,,epp,,,
2218,65,242,Psdi,,29,5.1,1718142,,archivio,,,
2219,1,997,National,,32,41.5,581422,,yb-nzl,,,
2221,174,306,EL The Unity List,,4,2.2,74982,,ejpr,,,
